TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
156,2020-02-08,Asia-Pacific,Samsung,All-in-One,i5,Intel UHD,16,256,Windows 10,Gray,Retail Store,Bank Transfer,1952,10,1756.8,2,3513.6,Student,5
157,2021-06-03,North America,Razer,Desktop,Ryzen 7,Intel Iris,16,1024,Windows 11,Blue,Retail Store,Bank Transfer,1097.86,5,1042.97,1,1042.97,Enterprise,4
158,2020-01-22,North America,Apple,Gaming Laptop,i9,AMD Radeon Vega,32,512,macOS,Blue,Retail Store,Bank Transfer,1590.44,5,1510.92,2,3021.84,Enterprise,4
159,2022-06-24,Europe,Microsoft,Desktop,Ryzen 3,NVIDIA GTX 1650,32,1024,Windows 11,Blue,Reseller,Debit Card,861.86,15,732.58,2,1465.16,Enterprise,4
160,2021-10-13,Europe,Microsoft,Gaming Laptop,i5,NVIDIA RTX 3060,8,256,Windows 11,Blue,Retail Store,Credit Card,2877.81,15,2446.14,3,7338.42,Gamer,4
161,2024-12-13,North America,Acer,Desktop,Ryzen 3,AMD Radeon Vega,32,2048,Windows 11,Blue,Reseller,Bank Transfer,592.31,20,473.85,2,947.7,Student,3
162,2023-08-30,Asia-Pacific,Samsung,Laptop,i5,Intel Iris,8,256,macOS,Black,Online,Credit Card,1864.37,15,1584.71,2,3169.42,Enterprise,2
163,2020-11-20,Asia-Pacific,Samsung,Desktop,Ryzen 9,NVIDIA GTX 1650,32,512,Linux,Gray,Retail Store,Credit Card,1296.92,0,1296.92,2,2593.84,Student,2
164,2020-07-27,Europe,Acer,Gaming Laptop,Ryzen 9,Intel Iris,16,2048,Linux,Gray,Online,Credit Card,653.82,15,555.75,2,1111.5,Student,3
165,2023-06-12,Asia-Pacific,Dell,Desktop,i9,NVIDIA RTX 3060,8,1024,Windows 11,Silver,Online,Bank Transfer,1855.61,15,1577.27,1,1577.27,Gamer,1
166,2020-07-13,Asia-Pacific,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,32,256,Linux,White,Online,Debit Card,2232.31,5,2120.69,2,4241.38,Enterprise,3
167,2022-12-16,North America,MSI,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,Linux,Gray,Retail Store,Debit Card,1989.4,20,1591.52,1,1591.52,Enterprise,5
168,2023-04-21,Asia-Pacific,Dell,Desktop,Ryzen 5,Intel UHD,16,256,Windows 11,Blue,Reseller,Debit Card,875.92,5,832.12,3,2496.36,Gamer,4
169,2020-06-15,North America,MSI,Desktop,M1,Intel Iris,16,512,Linux,Gray,Online,Bank Transfer,886.46,15,753.49,3,2260.47,Professional,2
170,2020-04-05,Europe,Samsung,All-in-One,Ryzen 7,AMD Radeon Vega,32,2048,Linux,Silver,Retail Store,Credit Card,1670.62,0,1670.62,3,5011.86,Enterprise,2
171,2024-08-11,Asia-Pacific,Acer,Desktop,Ryzen 9,NVIDIA RTX 3060,4,256,Linux,Black,Reseller,Bank Transfer,1096.51,20,877.21,2,1754.42,Professional,4
172,2021-10-14,North America,Asus,Gaming Laptop,i3,NVIDIA RTX 2060,16,256,macOS,White,Reseller,PayPal,1541.58,0,1541.58,1,1541.58,Gamer,2
173,2024-11-14,Asia-Pacific,HP,Desktop,i9,Intel UHD,16,512,macOS,Gray,Reseller,Credit Card,1241.5,10,1117.35,2,2234.7,Professional,4
174,2021-03-17,North America,Acer,Desktop,i7,Intel Iris,16,512,Windows 11,White,Reseller,PayPal,2379.83,15,2022.86,2,4045.72,Gamer,4
175,2020-01-08,Europe,Dell,Laptop,Ryzen 7,NVIDIA RTX 3060,16,2048,macOS,Black,Reseller,Bank Transfer,2870.66,10,2583.59,3,7750.77,Enterprise,1
176,2024-11-30,Asia-Pacific,Microsoft,Desktop,Ryzen 7,Intel Iris,16,1024,Linux,Silver,Reseller,Bank Transfer,2553.69,10,2298.32,3,6894.96,Enterprise,1
177,2021-02-13,North America,Dell,All-in-One,i3,Intel UHD,32,2048,Windows 11,Gray,Online,PayPal,401.76,15,341.5,1,341.5,Student,3
178,2020-10-22,Europe,Dell,Gaming Laptop,i7,Intel UHD,16,512,Linux,Black,Online,Bank Transfer,1516,0,1516,3,4548,Student,2
179,2021-12-12,Asia-Pacific,Asus,All-in-One,i3,Intel UHD,4,2048,macOS,Blue,Online,Credit Card,2204.48,15,1873.81,1,1873.81,Student,3
180,2022-12-27,Europe,Acer,Desktop,Ryzen 7,Intel Iris,4,256,Windows 11,Silver,Reseller,Debit Card,1986.83,5,1887.49,2,3774.98,Gamer,5
181,2021-03-10,Asia-Pacific,MSI,Desktop,i5,Intel UHD,4,2048,Windows 11,Silver,Retail Store,Credit Card,1313.99,15,1116.89,2,2233.78,Professional,5
182,2020-06-18,Asia-Pacific,Razer,Gaming Laptop,i3,AMD Radeon Vega,8,512,macOS,Silver,Retail Store,Bank Transfer,2344.39,10,2109.95,3,6329.85,Student,2
183,2023-02-09,Europe,Razer,Laptop,M1,Intel UHD,16,512,macOS,White,Reseller,Debit Card,1405.78,20,1124.62,2,2249.24,Gamer,1
184,2022-06-09,North America,Razer,Laptop,i3,NVIDIA GTX 1650,4,256,Windows 11,White,Retail Store,Bank Transfer,2866.57,15,2436.58,3,7309.74,Gamer,1
185,2022-10-12,Asia-Pacific,Samsung,Desktop,Ryzen 3,Intel UHD,4,512,macOS,Blue,Reseller,Credit Card,2933.21,5,2786.55,3,8359.65,Enterprise,4
186,2025-08-31,Asia-Pacific,Asus,Laptop,i9,Intel UHD,4,2048,Linux,Silver,Online,Credit Card,1991.97,0,1991.97,2,3983.94,Professional,1
187,2021-01-01,North America,MSI,Gaming Laptop,M1,NVIDIA RTX 3060,8,1024,macOS,Black,Retail Store,Bank Transfer,730.02,10,657.02,3,1971.06,Enterprise,5
188,2021-05-03,North America,Acer,Laptop,Ryzen 9,NVIDIA RTX 2060,4,2048,macOS,Gray,Online,Credit Card,2634.34,5,2502.62,2,5005.24,Professional,5
189,2024-09-13,North America,Lenovo,Laptop,i9,Intel UHD,16,2048,Linux,Blue,Online,PayPal,2792.59,5,2652.96,1,2652.96,Professional,4
190,2021-11-24,Asia-Pacific,Apple,Gaming Laptop,i5,NVIDIA RTX 3060,16,256,macOS,White,Online,Bank Transfer,1705.31,0,1705.31,1,1705.31,Student,4
191,2025-04-18,Europe,Acer,Gaming Laptop,i5,NVIDIA RTX 3060,4,1024,Linux,Silver,Retail Store,PayPal,921.74,20,737.39,2,1474.78,Gamer,2
192,2020-01-05,Asia-Pacific,Samsung,Desktop,i7,Intel UHD,4,512,Linux,Blue,Reseller,PayPal,1808.02,0,1808.02,2,3616.04,Student,2
193,2023-07-07,Asia-Pacific,Asus,All-in-One,Ryzen 9,Intel UHD,16,256,Windows 11,Gray,Retail Store,Credit Card,514.14,5,488.43,3,1465.29,Student,5
194,2023-05-05,North America,Microsoft,Laptop,M2,NVIDIA RTX 3060,32,512,Windows 10,Gray,Retail Store,Bank Transfer,1015.61,10,914.05,2,1828.1,Enterprise,2
195,2021-01-10,North America,Asus,Desktop,M2,Intel UHD,4,512,Windows 11,White,Retail Store,Debit Card,1568.87,10,1411.98,2,2823.96,Gamer,3
196,2020-10-10,Europe,Acer,Laptop,i5,Intel Iris,4,512,macOS,Silver,Retail Store,Bank Transfer,2573.4,10,2316.06,1,2316.06,Student,3
197,2020-02-07,Europe,HP,Laptop,Ryzen 7,NVIDIA RTX 2060,4,2048,Windows 11,Black,Online,Debit Card,664.96,5,631.71,1,631.71,Professional,4
198,2021-01-15,Europe,Dell,Gaming Laptop,i5,Intel UHD,8,2048,Windows 10,Black,Retail Store,Credit Card,2504.18,0,2504.18,2,5008.36,Professional,5
199,2022-05-19,Europe,Microsoft,All-in-One,i3,NVIDIA RTX 2060,8,1024,Linux,Blue,Online,Credit Card,958.26,5,910.35,2,1820.7,Professional,3
200,2025-05-13,Europe,Microsoft,All-in-One,i3,Intel UHD,32,512,macOS,White,Online,Bank Transfer,1490.01,20,1192.01,1,1192.01,Enterprise,4
201,2021-11-11,Asia-Pacific,MSI,Gaming Laptop,M2,NVIDIA RTX 3060,32,1024,macOS,Black,Retail Store,Credit Card,867.52,10,780.77,3,2342.31,Gamer,5
202,2024-11-23,Europe,Razer,Desktop,i7,Intel UHD,8,1024,Windows 11,Blue,Retail Store,Debit Card,1787.59,0,1787.59,1,1787.59,Professional,2
203,2024-08-11,Asia-Pacific,Apple,Gaming Laptop,M2,Intel UHD,16,512,macOS,Gray,Online,Bank Transfer,1864.08,5,1770.88,2,3541.76,Student,1
204,2022-11-24,North America,Asus,Desktop,i3,NVIDIA RTX 3060,4,1024,Linux,Silver,Retail Store,Credit Card,2786.53,5,2647.2,1,2647.2,Student,2
205,2022-09-29,Asia-Pacific,HP,Laptop,M1,NVIDIA GTX 1650,16,2048,Windows 10,Silver,Online,Bank Transfer,1923.64,10,1731.28,2,3462.56,Gamer,3
206,2021-07-06,North America,Samsung,Gaming Laptop,i9,AMD Radeon Vega,32,1024,Windows 11,Black,Reseller,Bank Transfer,2308.39,10,2077.55,1,2077.55,Student,2
207,2022-12-13,Asia-Pacific,Apple,Desktop,M2,Intel UHD,32,512,macOS,Gray,Online,Credit Card,1261.04,0,1261.04,1,1261.04,Enterprise,4
208,2023-04-14,North America,Acer,Desktop,i9,AMD Radeon Vega,16,1024,Windows 10,Blue,Reseller,Bank Transfer,2446.25,0,2446.25,1,2446.25,Professional,4
209,2022-07-05,Europe,Microsoft,Gaming Laptop,M1,NVIDIA RTX 2060,32,512,Windows 10,Black,Retail Store,PayPal,822.91,0,822.91,1,822.91,Student,1
210,2020-04-06,Europe,HP,All-in-One,i7,AMD Radeon Vega,4,1024,Windows 10,Blue,Reseller,Debit Card,1944.48,20,1555.58,2,3111.16,Gamer,2
211,2023-05-05,North America,Dell,Gaming Laptop,i9,Intel Iris,16,1024,Linux,White,Reseller,Bank Transfer,1173.24,0,1173.24,1,1173.24,Professional,1
212,2022-06-25,Europe,Lenovo,All-in-One,i5,NVIDIA GTX 1650,8,256,Linux,Black,Retail Store,Credit Card,466.91,5,443.56,3,1330.68,Enterprise,4
213,2023-10-16,Europe,MSI,Gaming Laptop,i5,AMD Radeon Vega,8,1024,Linux,Black,Retail Store,Bank Transfer,2702.28,10,2432.05,1,2432.05,Gamer,3
214,2021-12-07,North America,Acer,Laptop,i7,AMD Radeon Vega,4,1024,Windows 10,White,Online,Bank Transfer,2501.27,15,2126.08,3,6378.24,Gamer,5
215,2025-10-06,Asia-Pacific,MSI,Desktop,Ryzen 9,NVIDIA GTX 1650,32,256,Windows 10,White,Online,Credit Card,1705.46,20,1364.37,3,4093.11,Gamer,2
216,2022-03-12,North America,Asus,Desktop,i7,Intel UHD,4,2048,Linux,Gray,Reseller,Credit Card,924.99,5,878.74,3,2636.22,Student,4
217,2024-10-26,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,4,2048,Linux,White,Reseller,Credit Card,692.55,5,657.92,1,657.92,Student,5
218,2021-03-22,North America,Acer,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,32,2048,Linux,White,Reseller,Bank Transfer,497.41,10,447.67,2,895.34,Student,4
219,2022-05-21,Europe,Asus,Laptop,Ryzen 9,NVIDIA GTX 1650,4,1024,macOS,Blue,Reseller,Credit Card,2525.2,10,2272.68,2,4545.36,Professional,2
220,2024-02-14,Europe,MSI,Gaming Laptop,Ryzen 3,AMD Radeon Vega,4,512,Linux,White,Retail Store,Credit Card,1548.46,15,1316.19,3,3948.57,Professional,1
221,2022-02-14,Europe,Samsung,All-in-One,i7,NVIDIA RTX 3060,8,512,Windows 10,Black,Retail Store,Credit Card,2675.47,5,2541.7,1,2541.7,Enterprise,2
222,2023-10-17,Europe,Apple,All-in-One,M1,NVIDIA RTX 2060,4,256,macOS,Silver,Retail Store,PayPal,1029.04,15,874.68,3,2624.04,Enterprise,2
223,2021-10-04,Europe,Dell,Gaming Laptop,i3,NVIDIA RTX 2060,8,512,Windows 10,Gray,Reseller,Bank Transfer,2628.49,5,2497.07,3,7491.21,Student,1
224,2023-03-15,Europe,HP,Desktop,M2,Intel UHD,16,1024,Windows 11,Gray,Retail Store,PayPal,2253.13,10,2027.82,2,4055.64,Professional,4
225,2020-07-17,Europe,Samsung,All-in-One,M2,Intel UHD,16,1024,Windows 10,Gray,Retail Store,PayPal,1176.04,0,1176.04,2,2352.08,Enterprise,3
226,2020-03-20,Asia-Pacific,Acer,Desktop,i7,NVIDIA RTX 3060,4,2048,Windows 11,Blue,Retail Store,PayPal,2117.38,5,2011.51,3,6034.53,Gamer,4
227,2024-09-30,Europe,Lenovo,Desktop,Ryzen 5,AMD Radeon Vega,32,1024,Windows 11,Silver,Retail Store,Credit Card,1719.02,5,1633.07,3,4899.21,Gamer,2
228,2022-10-26,Asia-Pacific,Acer,Desktop,Ryzen 5,AMD Radeon Vega,8,1024,Windows 10,Gray,Retail Store,PayPal,980.65,10,882.59,2,1765.18,Gamer,1
229,2021-09-14,Europe,Lenovo,Laptop,Ryzen 9,Intel Iris,32,1024,Windows 10,Gray,Retail Store,Bank Transfer,1474.08,5,1400.38,1,1400.38,Professional,3
230,2021-06-07,Asia-Pacific,HP,Laptop,Ryzen 9,NVIDIA GTX 1650,16,256,Windows 11,White,Online,Bank Transfer,412.26,10,371.03,1,371.03,Student,2
231,2023-03-05,Asia-Pacific,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 2060,32,256,Linux,Black,Retail Store,Debit Card,498.09,5,473.19,3,1419.57,Student,1
232,2020-07-21,Asia-Pacific,Asus,Desktop,Ryzen 5,NVIDIA GTX 1650,4,2048,Windows 11,Black,Retail Store,PayPal,1708.67,10,1537.8,1,1537.8,Gamer,5
233,2023-06-07,Asia-Pacific,Samsung,Gaming Laptop,Ryzen 7,AMD Radeon Vega,16,2048,Windows 11,Black,Online,Debit Card,1334.05,5,1267.35,1,1267.35,Professional,2
234,2025-01-19,Asia-Pacific,Lenovo,Desktop,i5,NVIDIA GTX 1650,32,1024,Windows 10,Black,Reseller,Credit Card,2405.25,20,1924.2,1,1924.2,Student,1
235,2025-05-12,Asia-Pacific,Dell,All-in-One,Ryzen 9,NVIDIA RTX 2060,16,2048,Windows 10,Black,Retail Store,Bank Transfer,2224.86,5,2113.62,3,6340.86,Student,5
236,2025-03-07,Europe,Razer,Desktop,Ryzen 7,Intel UHD,16,256,Windows 10,Silver,Retail Store,Debit Card,2440.38,15,2074.32,1,2074.32,Enterprise,4
237,2020-10-03,Europe,HP,Laptop,M1,NVIDIA RTX 2060,32,1024,Windows 11,Black,Reseller,Bank Transfer,1009.71,0,1009.71,3,3029.13,Professional,1
238,2021-06-26,Asia-Pacific,Dell,Laptop,Ryzen 3,AMD Radeon Vega,32,1024,Windows 11,Black,Retail Store,PayPal,1086.73,0,1086.73,1,1086.73,Enterprise,4
239,2022-04-13,Asia-Pacific,Dell,Laptop,i3,Intel UHD,8,1024,Windows 11,Black,Retail Store,PayPal,1329.57,15,1130.13,3,3390.39,Professional,1
240,2020-11-18,Europe,Microsoft,All-in-One,Ryzen 3,NVIDIA RTX 2060,32,512,Linux,Blue,Reseller,Bank Transfer,693.95,0,693.95,1,693.95,Gamer,2
241,2020-05-22,Asia-Pacific,Microsoft,Gaming Laptop,M2,Intel UHD,32,2048,Windows 11,Black,Retail Store,PayPal,693.64,15,589.59,2,1179.18,Student,5
242,2024-09-30,Asia-Pacific,Razer,Desktop,Ryzen 5,NVIDIA RTX 3060,32,512,Windows 10,White,Online,Credit Card,1653.02,15,1405.07,1,1405.07,Professional,5
243,2021-11-22,Europe,MSI,Desktop,i5,NVIDIA RTX 2060,8,1024,macOS,White,Reseller,Bank Transfer,2922.38,0,2922.38,3,8767.14,Gamer,2
244,2025-07-22,North America,MSI,All-in-One,M2,NVIDIA RTX 2060,32,2048,Windows 10,Black,Online,Bank Transfer,1221.76,15,1038.5,3,3115.5,Gamer,1
245,2021-11-23,Asia-Pacific,Samsung,Laptop,i5,NVIDIA RTX 3060,8,2048,macOS,Blue,Retail Store,Bank Transfer,2870.92,10,2583.83,1,2583.83,Enterprise,4
246,2024-03-09,North America,Dell,Desktop,i3,NVIDIA GTX 1650,16,1024,macOS,Silver,Reseller,Bank Transfer,2225.45,0,2225.45,1,2225.45,Student,3
247,2020-05-24,Asia-Pacific,Asus,Desktop,i5,NVIDIA RTX 2060,32,512,Windows 11,White,Online,Bank Transfer,2263.65,0,2263.65,2,4527.3,Gamer,5
248,2024-12-02,Asia-Pacific,HP,All-in-One,i3,NVIDIA RTX 3060,32,2048,Windows 10,Silver,Reseller,Debit Card,2803.36,5,2663.19,3,7989.57,Student,4
249,2023-11-07,Asia-Pacific,Razer,Gaming Laptop,M1,NVIDIA RTX 2060,8,1024,Linux,Silver,Online,Bank Transfer,1434.46,10,1291.01,2,2582.02,Enterprise,5
250,2024-08-12,Europe,Samsung,Desktop,i9,Intel Iris,16,512,macOS,Gray,Reseller,Credit Card,2951.47,5,2803.9,3,8411.7,Enterprise,5
251,2025-09-13,Europe,Razer,All-in-One,M1,NVIDIA GTX 1650,4,256,Linux,Black,Online,PayPal,465.71,5,442.42,1,442.42,Professional,3
252,2025-03-29,Asia-Pacific,Acer,Desktop,i3,AMD Radeon Vega,8,256,macOS,White,Online,Bank Transfer,1332.57,15,1132.68,1,1132.68,Professional,5
253,2025-04-12,Asia-Pacific,Acer,Laptop,Ryzen 7,NVIDIA RTX 2060,16,256,Linux,Blue,Online,PayPal,433.71,10,390.34,1,390.34,Professional,2
254,2022-03-31,Europe,MSI,Desktop,i5,Intel Iris,4,2048,Windows 11,Silver,Online,PayPal,505.65,10,455.08,3,1365.24,Student,3
255,2020-08-14,Europe,HP,Laptop,i7,NVIDIA GTX 1650,16,2048,Windows 10,Gray,Reseller,Debit Card,2453.76,20,1963.01,2,3926.02,Professional,5
256,2022-10-28,North America,Samsung,Desktop,Ryzen 7,NVIDIA RTX 3060,4,1024,Linux,Gray,Retail Store,PayPal,975.12,5,926.36,3,2779.08,Professional,5
257,2022-01-27,Asia-Pacific,MSI,Laptop,i5,AMD Radeon Vega,32,512,macOS,Black,Reseller,PayPal,2751.69,20,2201.35,3,6604.05,Gamer,1
258,2024-05-15,Europe,Acer,Gaming Laptop,i3,NVIDIA RTX 3060,32,2048,macOS,Black,Online,Debit Card,514.01,5,488.31,2,976.62,Student,1
259,2020-09-28,North America,Asus,All-in-One,i5,Intel Iris,4,512,Linux,Black,Online,Debit Card,461.76,10,415.58,1,415.58,Enterprise,5
260,2025-09-22,North America,Razer,Desktop,Ryzen 3,NVIDIA RTX 2060,32,2048,Linux,Black,Reseller,Credit Card,1525.87,0,1525.87,2,3051.74,Student,5
261,2023-05-12,North America,Dell,Gaming Laptop,M1,Intel UHD,16,256,macOS,Black,Retail Store,Debit Card,1131.95,15,962.16,2,1924.32,Professional,2
262,2025-01-27,Asia-Pacific,Microsoft,Gaming Laptop,i7,NVIDIA GTX 1650,4,512,macOS,Blue,Reseller,Credit Card,720.41,0,720.41,3,2161.23,Enterprise,2
263,2021-08-26,Asia-Pacific,Apple,Desktop,Ryzen 7,AMD Radeon Vega,8,512,macOS,Black,Online,Credit Card,878.38,20,702.7,2,1405.4,Gamer,5
264,2022-06-04,North America,Acer,Laptop,Ryzen 3,Intel UHD,32,1024,Windows 11,White,Online,Debit Card,1328.56,5,1262.13,1,1262.13,Enterprise,4
265,2022-08-31,Europe,Apple,Gaming Laptop,M2,Intel Iris,16,1024,macOS,Silver,Online,Bank Transfer,2892.51,5,2747.88,1,2747.88,Enterprise,3
266,2025-06-28,North America,Apple,All-in-One,Ryzen 9,NVIDIA RTX 2060,16,1024,macOS,White,Online,PayPal,1666.13,0,1666.13,1,1666.13,Professional,5
267,2024-08-15,North America,Acer,Laptop,i5,Intel UHD,32,512,Windows 10,White,Retail Store,Debit Card,2756.39,20,2205.11,2,4410.22,Enterprise,4
268,2021-05-30,North America,Razer,Gaming Laptop,i7,NVIDIA RTX 2060,32,1024,Windows 10,White,Online,Bank Transfer,1705.63,5,1620.35,3,4861.05,Professional,2
269,2021-12-28,Asia-Pacific,Razer,Desktop,Ryzen 9,NVIDIA GTX 1650,8,2048,Windows 10,Black,Reseller,Debit Card,1002.55,10,902.29,2,1804.58,Enterprise,4
270,2024-08-18,Europe,MSI,Laptop,i3,AMD Radeon Vega,4,1024,macOS,White,Online,Bank Transfer,2570.67,10,2313.6,3,6940.8,Gamer,3
271,2020-01-21,Asia-Pacific,Dell,Gaming Laptop,Ryzen 7,Intel Iris,16,1024,Linux,White,Online,Bank Transfer,1665.84,15,1415.96,3,4247.88,Professional,2
272,2021-12-16,North America,Samsung,Gaming Laptop,i9,Intel Iris,8,1024,Windows 11,Blue,Retail Store,Credit Card,1965.25,0,1965.25,3,5895.75,Gamer,4
273,2025-05-09,Europe,Asus,Desktop,Ryzen 7,Intel UHD,4,512,Windows 11,White,Online,Debit Card,1891.06,5,1796.51,1,1796.51,Student,2
274,2024-02-05,Europe,HP,All-in-One,M2,NVIDIA RTX 3060,16,256,Windows 10,Silver,Online,Bank Transfer,963.14,20,770.51,2,1541.02,Professional,5
275,2020-12-03,North America,Razer,Gaming Laptop,i7,AMD Radeon Vega,32,256,macOS,Black,Online,Bank Transfer,997.52,15,847.89,1,847.89,Professional,5
276,2024-08-02,North America,HP,All-in-One,M2,NVIDIA RTX 3060,4,256,Windows 10,Black,Reseller,Bank Transfer,1653.83,5,1571.14,3,4713.42,Gamer,3
277,2021-12-23,North America,Samsung,All-in-One,i9,NVIDIA RTX 2060,16,256,Linux,Black,Retail Store,Bank Transfer,1506.27,10,1355.64,2,2711.28,Enterprise,2
278,2023-08-16,North America,Lenovo,Laptop,M1,Intel UHD,8,1024,Linux,White,Retail Store,PayPal,1463,0,1463,1,1463,Gamer,5
279,2022-02-27,Europe,Razer,Gaming Laptop,Ryzen 7,Intel Iris,32,512,Linux,Gray,Reseller,PayPal,1362.55,20,1090.04,2,2180.08,Gamer,2
280,2025-03-22,Asia-Pacific,Dell,Desktop,Ryzen 9,AMD Radeon Vega,4,512,Windows 11,Black,Online,Bank Transfer,1721.69,10,1549.52,3,4648.56,Student,1
281,2023-04-09,North America,MSI,All-in-One,i5,Intel UHD,8,1024,macOS,Blue,Reseller,PayPal,608.1,0,608.1,3,1824.3,Student,2
282,2021-12-20,Asia-Pacific,MSI,All-in-One,i3,Intel Iris,8,256,macOS,White,Online,Credit Card,2438.29,20,1950.63,3,5851.89,Enterprise,2
283,2020-02-17,Asia-Pacific,Lenovo,Desktop,i5,NVIDIA GTX 1650,16,2048,Linux,Black,Online,PayPal,1454.17,5,1381.46,3,4144.38,Enterprise,3
284,2020-08-12,Europe,Asus,Desktop,Ryzen 9,NVIDIA RTX 2060,16,512,Windows 10,White,Retail Store,PayPal,1458.55,0,1458.55,3,4375.65,Student,5
285,2023-12-02,Europe,Samsung,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,8,1024,Linux,White,Online,Bank Transfer,2899.22,15,2464.34,3,7393.02,Student,3
286,2022-06-11,North America,Microsoft,Desktop,i9,NVIDIA GTX 1650,16,256,Linux,Black,Retail Store,PayPal,2222.13,10,1999.92,1,1999.92,Student,5
287,2022-01-22,North America,MSI,Gaming Laptop,Ryzen 5,Intel Iris,8,512,macOS,Gray,Online,Debit Card,1697.4,5,1612.53,1,1612.53,Professional,2
288,2024-02-07,Asia-Pacific,Apple,Desktop,i5,Intel UHD,4,2048,macOS,Gray,Reseller,PayPal,1995.95,20,1596.76,1,1596.76,Gamer,5
289,2024-08-07,Europe,MSI,Desktop,M1,NVIDIA GTX 1650,8,512,Linux,Black,Reseller,PayPal,540.79,15,459.67,2,919.34,Gamer,2
290,2023-01-28,Europe,Dell,All-in-One,Ryzen 5,AMD Radeon Vega,4,512,Windows 10,White,Retail Store,Debit Card,1386.51,0,1386.51,2,2773.02,Enterprise,2
291,2023-05-29,Europe,MSI,Gaming Laptop,Ryzen 5,Intel Iris,32,512,Linux,Gray,Retail Store,Debit Card,1489.64,10,1340.68,2,2681.36,Professional,5
292,2020-01-31,Asia-Pacific,Asus,Laptop,Ryzen 3,Intel Iris,32,512,Linux,Silver,Retail Store,Bank Transfer,779.19,5,740.23,2,1480.46,Professional,5
293,2021-10-31,Asia-Pacific,Apple,All-in-One,Ryzen 3,NVIDIA GTX 1650,4,2048,macOS,Gray,Retail Store,Credit Card,657.33,5,624.46,1,624.46,Gamer,3
294,2025-10-12,Europe,Apple,Gaming Laptop,M1,NVIDIA RTX 3060,16,1024,macOS,White,Online,Debit Card,451.57,0,451.57,2,903.14,Enterprise,3
295,2025-06-13,Europe,Samsung,All-in-One,Ryzen 9,Intel UHD,16,2048,Linux,Gray,Retail Store,Bank Transfer,2042.45,5,1940.33,1,1940.33,Student,1
296,2023-10-14,North America,Apple,Desktop,Ryzen 5,NVIDIA GTX 1650,16,1024,macOS,Gray,Reseller,Bank Transfer,1974,15,1677.9,2,3355.8,Gamer,2
297,2020-07-17,North America,Lenovo,Desktop,i9,AMD Radeon Vega,4,512,macOS,Blue,Reseller,Credit Card,833.97,0,833.97,1,833.97,Student,4
298,2022-06-01,Asia-Pacific,Dell,Laptop,Ryzen 3,NVIDIA RTX 3060,4,2048,Windows 11,Blue,Reseller,Debit Card,1204.36,5,1144.14,3,3432.42,Professional,5
299,2024-08-02,North America,Lenovo,Laptop,Ryzen 5,NVIDIA GTX 1650,32,1024,Linux,Silver,Reseller,Bank Transfer,1826.22,5,1734.91,3,5204.73,Gamer,5
300,2021-04-28,Asia-Pacific,Samsung,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,4,2048,Windows 11,Gray,Online,Credit Card,1200.46,15,1020.39,2,2040.78,Professional,3
301,2020-01-23,Europe,MSI,Laptop,Ryzen 9,NVIDIA RTX 2060,4,2048,macOS,White,Retail Store,Debit Card,2474.71,20,1979.77,1,1979.77,Gamer,5
302,2022-01-14,Europe,Microsoft,Desktop,i7,AMD Radeon Vega,32,512,Linux,White,Reseller,PayPal,1083.75,15,921.19,3,2763.57,Enterprise,5
303,2022-04-25,Europe,Microsoft,Desktop,i5,Intel Iris,16,256,Windows 11,White,Retail Store,Debit Card,2055.92,20,1644.74,2,3289.48,Enterprise,1
304,2020-10-07,North America,Lenovo,Laptop,i7,Intel UHD,16,512,macOS,Silver,Online,Bank Transfer,2259.51,0,2259.51,1,2259.51,Professional,3
305,2022-04-07,Europe,Acer,All-in-One,Ryzen 5,NVIDIA RTX 2060,16,256,Windows 10,Blue,Online,Bank Transfer,2593.22,5,2463.56,1,2463.56,Professional,2
306,2023-12-02,Europe,Microsoft,Laptop,i5,AMD Radeon Vega,32,2048,Windows 11,Black,Reseller,Debit Card,1042.62,0,1042.62,1,1042.62,Gamer,4
307,2023-01-24,Asia-Pacific,Acer,Gaming Laptop,i7,AMD Radeon Vega,4,1024,Windows 10,Black,Reseller,Debit Card,1651.2,10,1486.08,1,1486.08,Student,2
308,2024-12-10,Asia-Pacific,Microsoft,Gaming Laptop,i3,Intel Iris,4,2048,macOS,Blue,Reseller,Debit Card,2451.77,0,2451.77,1,2451.77,Enterprise,1
309,2024-07-24,North America,HP,All-in-One,i5,AMD Radeon Vega,4,256,macOS,Black,Online,Bank Transfer,1324.35,5,1258.13,3,3774.39,Professional,3
310,2024-02-16,Asia-Pacific,Apple,All-in-One,i9,Intel UHD,32,1024,macOS,Blue,Reseller,PayPal,2283.44,10,2055.1,1,2055.1,Gamer,2
